"","State","County","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.for.Sensitive.Groups.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","X90th.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.SO2","Days.PM2.5","Days.PM10"
"302","IN","Vigo County",365,238,126,1,0,0,0,102,64,45,0,0,184,0,181,0
"303","IN","Wabash County",351,319,32,0,0,0,0,97,50,37,0,0,351,0,0,0
"304","IN","Warrick County",365,337,28,0,0,0,0,93,50,36,0,0,365,0,0,0
"305","IN","Whitley County",352,285,67,0,0,0,0,90,55,33,0,0,0,0,352,0
"306","IA","Black Hawk County",363,296,67,0,0,0,0,83,58,31,0,0,0,0,363,0
"307","IA","Bremer County",243,228,15,0,0,0,0,90,46,37,0,0,243,0,0,0
"308","IA","Cerro Gordo County",118,118,0,0,0,0,0,38,27,15,0,0,0,0,0,118
"309","IA","Clinton County",364,268,96,0,0,0,0,89,61,42,0,0,155,0,209,0
"310","IA","Harrison County",241,222,19,0,0,0,0,97,50,38,0,0,241,0,0,0
"311","IA","Johnson County",364,278,86,0,0,0,0,91,60,35,0,0,0,0,364,0
"312","IA","Lee County",120,101,19,0,0,0,0,70,58,29,0,0,0,0,120,0
"313","IA","Linn County",365,287,78,0,0,0,0,84,60,39,0,0,175,4,186,0
"314","IA","Montgomery County",364,312,52,0,0,0,0,77,53,37,0,0,204,0,160,0
"315","IA","Muscatine County",365,300,65,0,0,0,0,92,57,32,0,0,0,10,354,1
"316","IA","Palo Alto County",364,305,59,0,0,0,0,93,55,38,0,0,187,0,177,0
"317","IA","Polk County",365,306,59,0,0,0,0,100,55,39,0,3,246,0,116,0
"318","IA","Pottawattamie County",130,111,19,0,0,0,0,70,53,29,0,0,0,0,112,18
"319","IA","Scott County",365,222,141,2,0,0,0,112,67,45,0,0,125,0,154,86
"320","IA","Van Buren County",361,310,51,0,0,0,0,97,54,37,0,1,192,0,167,1
"321","IA","Woodbury County",118,105,13,0,0,0,0,81,52,28,0,0,0,0,118,0
"322","KS","Chase County",118,112,5,1,0,0,0,113,38,20,0,0,0,0,118,0
"323","KS","Ford County",304,301,3,0,0,0,0,54,31,15,0,0,0,0,0,304
"324","KS","Johnson County",362,336,26,0,0,0,0,77,47,36,0,0,282,0,80,0
"325","KS","Leavenworth County",362,347,15,0,0,0,0,97,45,33,0,0,362,0,0,0
"326","KS","Neosho County",365,282,82,1,0,0,0,119,57,40,0,0,184,0,178,3
"327","KS","Sedgwick County",365,313,52,0,0,0,0,97,54,39,0,9,297,0,55,4
"328","KS","Shawnee County",365,294,70,0,1,0,0,158,58,41,0,0,191,0,174,0
"329","KS","Sherman County",358,354,4,0,0,0,0,58,31,12,0,0,0,0,0,358
"330","KS","Sumner County",365,317,48,0,0,0,0,97,54,39,0,4,274,0,77,10
"331","KS","Trego County",364,342,22,0,0,0,0,99,48,36,0,0,298,0,65,1
"332","KS","Wyandotte County",365,291,73,1,0,0,0,137,58,41,0,25,198,0,141,1
"333","KY","Bell County",263,243,20,0,0,0,0,77,49,39,0,0,234,0,29,0
"334","KY","Boone County",239,222,17,0,0,0,0,80,49,39,0,0,239,0,0,0
"335","KY","Boyd County",365,313,52,0,0,0,0,74,53,39,0,11,192,0,160,2
"336","KY","Bullitt County",243,214,29,0,0,0,0,93,51,41,0,0,243,0,0,0
"337","KY","Campbell County",363,299,63,1,0,0,0,108,56,40,0,21,189,1,152,0
"338","KY","Carter County",285,278,7,0,0,0,0,67,46,36,0,0,231,0,53,1
"339","KY","Christian County",278,251,27,0,0,0,0,77,50,39,0,0,215,0,63,0
"340","KY","Daviess County",364,282,81,1,0,0,0,101,60,43,0,1,192,4,167,0
"341","KY","Edmonson County",365,290,75,0,0,0,0,77,56,41,0,0,231,0,134,0
"342","KY","Fayette County",364,307,57,0,0,0,0,80,54,42,0,12,182,0,170,0
"343","KY","Greenup County",362,357,5,0,0,0,0,58,44,31,0,0,242,120,0,0
"344","KY","Hancock County",245,208,37,0,0,0,0,84,54,42,0,0,245,0,0,0
"345","KY","Hardin County",363,318,45,0,0,0,0,71,53,39,0,0,182,0,181,0
"346","KY","Henderson County",363,310,43,10,0,0,0,120,55,3,0,0,0,317,46,0
"347","KY","Jefferson County",365,200,163,2,0,0,0,136,70,49,0,10,164,0,191,0
"348","KY","Jessamine County",364,340,24,0,0,0,0,67,49,35,0,0,245,119,0,0
"349","KY","Livingston County",261,237,24,0,0,0,0,77,50,41,0,0,242,0,0,19
"350","KY","McCracken County",361,260,101,0,0,0,0,97,59,44,0,2,161,0,197,1
"351","KY","Morgan County",356,341,15,0,0,0,0,80,47,36,0,0,356,0,0,0
"352","KY","Oldham County",242,203,38,1,0,0,0,105,58,42,0,0,242,0,0,0
"353","KY","Perry County",353,306,47,0,0,0,0,87,53,39,0,0,181,0,172,0
"354","KY","Pike County",361,341,20,0,0,0,0,67,48,36,0,0,184,0,177,0
"355","KY","Pulaski County",282,267,15,0,0,0,0,63,49,40,0,0,223,0,59,0
"356","KY","Simpson County",244,222,22,0,0,0,0,67,50,40,0,0,244,0,0,0
"357","KY","Trigg County",353,328,25,0,0,0,0,87,49,37,0,0,353,0,0,0
"358","KY","Warren County",348,295,53,0,0,0,0,73,54,40,0,0,170,0,178,0
"359","KY","Washington County",364,331,33,0,0,0,0,80,50,39,0,0,364,0,0,0
"360","LA","Ascension Parish",361,319,41,1,0,0,0,101,54,33,0,7,354,0,0,0
"361","LA","Bossier Parish",357,324,33,0,0,0,0,84,50,34,0,0,223,0,125,9
"362","LA","Caddo Parish",356,296,60,0,0,0,0,80,55,37,0,0,278,0,78,0
"363","LA","Calcasieu Parish",365,239,126,0,0,0,0,90,63,45,0,1,133,4,227,0
"364","LA","East Baton Rouge Parish",365,260,103,2,0,0,0,108,68,42,0,8,177,1,179,0
"365","LA","Iberville Parish",365,306,55,4,0,0,0,119,58,37,0,1,316,0,48,0
"366","LA","Jefferson Parish",365,310,55,0,0,0,0,84,54,38,0,6,268,0,91,0
"367","LA","Lafayette Parish",365,283,82,0,0,0,0,84,57,41,0,0,206,0,159,0
"368","LA","Lafourche Parish",360,273,85,2,0,0,0,126,58,41,0,0,155,0,205,0
"369","LA","Livingston Parish",365,279,86,0,0,0,0,97,60,41,0,0,180,0,185,0
"370","LA","Orleans Parish",365,327,38,0,0,0,0,89,51,29,0,95,0,0,256,14
"371","LA","Ouachita Parish",363,335,28,0,0,0,0,71,49,34,0,0,321,0,42,0
"372","LA","Pointe Coupee Parish",351,322,26,3,0,0,0,112,49,33,0,0,351,0,0,0
"373","LA","Rapides Parish",119,107,12,0,0,0,0,71,52,30,0,0,0,0,119,0
"374","LA","St. Bernard Parish",365,251,112,2,0,0,0,112,60,44,0,0,148,16,201,0
"375","LA","St. Charles Parish",362,350,12,0,0,0,0,90,26,3,0,0,0,362,0,0
"376","LA","St. James Parish",365,350,15,0,0,0,0,97,46,28,0,0,359,6,0,0
"377","LA","St. John the Baptist Parish",364,334,30,0,0,0,0,93,48,33,0,0,364,0,0,0
"378","LA","St. Martin Parish",355,330,25,0,0,0,0,80,48,34,0,0,355,0,0,0
"379","LA","St. Tammany Parish",363,306,57,0,0,0,0,84,56,37,0,0,236,0,127,0
"380","LA","Tangipahoa Parish",117,104,13,0,0,0,0,64,52,30,0,0,0,0,117,0
"381","LA","Terrebonne Parish",120,108,12,0,0,0,0,70,51,28,0,0,0,0,120,0
"382","LA","West Baton Rouge Parish",365,289,76,0,0,0,0,100,59,39,0,10,162,1,192,0
"383","ME","Androscoggin County",361,345,16,0,0,0,0,72,44,31,0,0,199,0,159,3
"384","ME","Aroostook County",365,333,30,1,1,0,0,174,50,34,0,0,253,0,95,17
"385","ME","Cumberland County",365,314,51,0,0,0,0,100,54,39,0,0,169,0,192,4
"386","ME","Hancock County",365,347,17,1,0,0,0,105,48,36,2,0,343,0,19,1
"387","ME","Kennebec County",361,356,5,0,0,0,0,67,44,28,0,129,211,0,21,0
"388","ME","Knox County",213,204,9,0,0,0,0,84,47,36,0,0,213,0,0,0
"389","ME","Oxford County",334,323,11,0,0,0,0,68,44,30,0,0,175,0,159,0
"390","ME","Penobscot County",362,349,13,0,0,0,0,72,45,31,0,0,207,0,147,8
"391","ME","Washington County",363,360,3,0,0,0,0,71,45,34,0,0,363,0,0,0
"392","ME","York County",231,216,14,1,0,0,0,115,48,38,0,0,231,0,0,0
"393","MD","Allegany County",365,332,21,11,1,0,0,152,43,1,0,0,0,365,0,0
"394","MD","Anne Arundel County",355,270,78,7,0,0,0,143,67,41,0,0,242,95,0,18
"395","MD","Baltimore County",365,263,93,9,0,0,0,150,71,43,0,20,266,1,78,0
"396","MD","Baltimore (City)",363,268,89,6,0,0,0,126,62,42,0,29,197,0,137,0
"397","MD","Calvert County",232,214,18,0,0,0,0,71,49,39,0,0,232,0,0,0
"398","MD","Carroll County",241,205,35,1,0,0,0,101,54,43,0,0,241,0,0,0
"399","MD","Cecil County",361,290,68,3,0,0,0,150,58,39,0,0,228,0,133,0
"400","MD","Charles County",221,202,19,0,0,0,0,77,50,40,0,0,221,0,0,0
"401","MD","Dorchester County",365,304,58,3,0,0,0,126,55,41,0,0,329,0,36,0
"402","MD","Frederick County",243,198,44,1,0,0,0,112,58,44,0,0,243,0,0,0
"403","MD","Garrett County",365,345,20,0,0,0,0,71,49,37,2,0,270,0,93,0
"404","MD","Harford County",359,261,89,9,0,0,0,133,71,44,0,0,231,0,128,0
"405","MD","Howard County",365,319,46,0,0,0,0,79,52,30,0,129,0,0,236,0
"406","MD","Kent County",360,298,61,1,0,0,0,101,58,40,0,0,233,0,127,0
"407","MD","Montgomery County",361,313,48,0,0,0,0,86,52,39,0,0,220,0,141,0
"408","MD","Prince George's County",365,268,91,6,0,0,0,122,64,43,0,2,294,0,69,0
"409","MD","Washington County",360,313,47,0,0,0,0,92,54,40,0,0,214,0,146,0
"410","MA","Barnstable County",359,348,11,0,0,0,0,93,45,36,0,0,356,0,3,0
"411","MA","Berkshire County",364,320,44,0,0,0,0,87,52,37,0,0,247,0,117,0
"412","MA","Bristol County",364,323,41,0,0,0,0,97,51,40,0,0,296,0,68,0
"413","MA","Dukes County",352,331,17,4,0,0,0,126,48,38,0,0,343,0,9,0
"414","MA","Essex County",364,329,34,1,0,0,0,122,49,37,0,7,287,0,70,0
"415","MA","Franklin County",364,326,38,0,0,0,0,87,51,37,0,0,251,0,113,0
"416","MA","Hampden County",364,308,56,0,0,0,0,93,53,39,0,11,237,0,116,0
"417","MA","Hampshire County",364,332,32,0,0,0,0,93,49,38,0,1,288,0,75,0
"418","MA","Middlesex County",364,337,27,0,0,0,0,80,48,37,0,17,250,0,97,0
"419","MA","Norfolk County",362,352,10,0,0,0,0,100,44,34,0,13,349,0,0,0
"420","MA","Plymouth County",363,336,27,0,0,0,0,90,48,37,0,0,274,0,89,0
"421","MA","Suffolk County",365,310,55,0,0,0,0,87,53,38,1,41,136,0,187,0
"422","MA","Worcester County",365,314,51,0,0,0,0,93,54,40,1,12,221,0,131,0
"423","MI","Allegan County",276,227,45,4,0,0,0,115,61,38,0,0,241,0,35,0
"424","MI","Bay County",316,288,28,0,0,0,0,83,46,26,0,0,0,0,316,0
"425","MI","Benzie County",247,232,15,0,0,0,0,93,46,36,0,0,247,0,0,0
"426","MI","Berrien County",260,232,26,2,0,0,0,112,51,39,0,0,260,0,0,0
"427","MI","Cass County",255,229,26,0,0,0,0,90,51,39,0,0,255,0,0,0
"428","MI","Chippewa County",58,53,5,0,0,0,0,62,49,32,0,0,0,0,58,0
"429","MI","Clinton County",248,243,5,0,0,0,0,67,46,35,0,0,248,0,0,0
"430","MI","Genesee County",340,282,58,0,0,0,0,74,56,38,0,0,194,0,146,0
"431","MI","Huron County",259,250,9,0,0,0,0,90,46,36,0,0,259,0,0,0
"432","MI","Ingham County",365,331,34,0,0,0,0,75,49,35,0,9,233,0,123,0
"433","MI","Kalamazoo County",362,312,50,0,0,0,0,85,54,38,0,0,200,0,162,0
"434","MI","Kent County",365,310,55,0,0,0,0,90,54,36,3,0,257,0,101,4
"435","MI","Keweenaw County",117,116,1,0,0,0,0,70,21,9,0,0,0,0,117,0
"436","MI","Lenawee County",358,286,72,0,0,0,0,90,58,39,0,0,192,0,166,0
"437","MI","Macomb County",292,251,40,1,0,0,0,101,54,38,0,0,244,0,48,0
"438","MI","Manistee County",269,249,19,1,0,0,0,101,49,35,0,0,241,0,28,0
"439","MI","Mason County",254,244,10,0,0,0,0,64,46,35,0,0,254,0,0,0
"440","MI","Missaukee County",363,334,29,0,0,0,0,71,49,35,0,0,306,0,57,0
"441","MI","Monroe County",359,355,4,0,0,0,0,76,16,1,0,0,0,299,0,60
"442","MI","Muskegon County",262,236,25,1,0,0,0,133,50,38,0,0,262,0,0,0
"443","MI","Oakland County",293,246,45,2,0,0,0,122,58,38,0,0,242,0,51,0
"444","MI","Ottawa County",365,313,52,0,0,0,0,100,58,35,0,78,230,8,45,4
"445","MI","Schoolcraft County",364,347,17,0,0,0,0,90,45,31,0,0,243,0,121,0
"446","MI","St. Clair County",365,275,87,3,0,0,0,108,64,40,0,0,172,65,128,0
"447","MI","Tuscola County",355,345,10,0,0,0,0,77,46,33,0,0,355,0,0,0
"448","MI","Washtenaw County",365,294,71,0,0,0,0,88,58,39,0,0,243,0,122,0
"449","MI","Wayne County",365,155,200,10,0,0,0,142,77,53,0,7,72,20,253,13
"450","MI","Wexford County",340,322,18,0,0,0,0,74,46,34,0,0,340,0,0,0
"451","MN","Anoka County",364,315,48,1,0,0,0,122,55,37,2,11,245,0,106,0
"452","MN","Becker County",360,336,23,1,0,0,0,105,47,28,0,0,183,0,177,0
"453","MN","Beltrami County",352,332,18,1,1,0,0,181,42,20,0,0,0,0,352,0
"454","MN","Carlton County",356,346,10,0,0,0,0,80,44,27,0,0,218,0,138,0
"455","MN","Cass County",350,332,17,1,0,0,0,125,33,13,0,0,0,0,350,0
"456","MN","Cook County",334,325,9,0,0,0,0,78,30,17,0,0,0,0,334,0
"457","MN","Crow Wing County",359,334,24,1,0,0,0,101,45,28,0,0,173,0,186,0
"458","MN","Dakota County",365,306,59,0,0,0,0,89,56,28,0,71,0,1,293,0
"459","MN","Goodhue County",216,203,13,0,0,0,0,97,48,37,0,0,216,0,0,0
"460","MN","Hennepin County",365,245,120,0,0,0,0,94,62,42,0,12,58,0,175,120
"461","MN","Lake County",363,343,20,0,0,0,0,81,44,27,0,0,151,0,174,38
"462","MN","Lyon County",362,327,35,0,0,0,0,85,49,32,0,0,204,0,158,0
"463","MN","Mille Lacs County",247,239,8,0,0,0,0,90,44,32,0,0,247,0,0,0
"464","MN","Olmsted County",364,313,51,0,0,0,0,84,55,36,0,0,195,0,169,0
"465","MN","Ramsey County",365,296,69,0,0,0,0,90,59,30,0,0,0,0,327,38
"466","MN","Saint Louis County",365,327,37,1,0,0,0,101,51,34,0,0,253,0,100,12
"467","MN","Scott County",365,314,51,0,0,0,0,93,52,36,0,0,247,0,118,0
"468","MN","Stearns County",344,313,31,0,0,0,0,93,49,32,0,0,211,0,133,0
"469","MN","Washington County",363,313,48,1,1,0,0,200,55,30,0,0,169,106,81,7
"470","MN","Winona County",115,108,7,0,0,0,0,61,40,15,0,0,0,0,115,0
"471","MN","Wright County",362,322,40,0,0,0,0,90,54,34,0,0,206,0,156,0
"472","MS","Bolivar County",364,270,94,0,0,0,0,96,62,43,0,0,138,0,226,0
"473","MS","DeSoto County",364,296,67,1,0,0,0,136,55,39,0,0,154,0,210,0
"474","MS","Forrest County",358,298,60,0,0,0,0,75,55,35,0,0,0,0,358,0
"475","MS","Hancock County",365,316,49,0,0,0,0,80,54,37,0,0,184,0,181,0
"476","MS","Harrison County",363,284,79,0,0,0,0,97,59,41,0,0,136,0,227,0
"477","MS","Hinds County",365,256,109,0,0,0,0,100,63,44,0,0,143,0,222,0
"478","MS","Jackson County",365,289,75,1,0,0,0,105,58,39,0,1,155,0,209,0
"479","MS","Lauderdale County",245,229,16,0,0,0,0,77,49,36,0,0,245,0,0,0
"480","MS","Lee County",241,222,19,0,0,0,0,84,49,39,0,0,241,0,0,0
"481","MS","Yalobusha County",348,334,14,0,0,0,0,71,45,33,0,0,348,0,0,0
"482","MO","Andrew County",245,227,18,0,0,0,0,80,49,40,0,0,245,0,0,0
"483","MO","Boone County",245,239,6,0,0,0,0,71,46,38,0,0,245,0,0,0
"484","MO","Buchanan County",365,295,70,0,0,0,0,82,57,33,0,0,0,0,278,87
"485","MO","Callaway County",245,238,7,0,0,0,0,71,47,39,0,0,245,0,0,0
"486","MO","Cass County",365,319,46,0,0,0,0,93,51,37,0,0,213,0,152,0
"487","MO","Cedar County",351,285,66,0,0,0,0,80,56,39,0,0,162,0,189,0
"488","MO","Clay County",365,295,70,0,0,0,0,90,59,40,0,0,225,0,140,0
"489","MO","Clinton County",245,213,32,0,0,0,0,87,54,42,0,0,245,0,0,0
"490","MO","Franklin County",364,361,3,0,0,0,0,64,14,1,0,0,0,364,0,0
"491","MO","Greene County",365,322,43,0,0,0,0,77,51,39,0,0,197,0,154,14
"492","MO","Iron County",365,338,27,0,0,0,0,99,44,17,0,0,0,365,0,0
"493","MO","Jackson County",365,265,100,0,0,0,0,93,60,38,0,46,0,0,265,54
"494","MO","Jasper County",365,324,40,1,0,0,0,108,51,37,0,0,220,0,0,145
"495","MO","Jefferson County",365,292,71,2,0,0,0,105,58,39,0,0,210,11,128,16
"496","MO","Lincoln County",245,223,22,0,0,0,0,100,50,40,0,0,245,0,0,0
"497","MO","Monroe County",365,357,8,0,0,0,0,71,45,35,0,0,365,0,0,0
"498","MO","New Madrid County",365,49,50,145,121,0,0,200,187,131,0,0,0,365,0,0
"499","MO","Perry County",245,224,21,0,0,0,0,87,50,40,0,0,245,0,0,0
"500","MO","Saint Charles County",365,319,41,4,1,0,0,151,54,36,0,0,241,124,0,0
"501","MO","Saint Louis County",365,264,98,3,0,0,0,143,65,43,0,8,180,0,177,0
"502","MO","Sainte Genevieve County",244,229,15,0,0,0,0,87,49,38,0,0,244,0,0,0
"503","MO","St. Louis City",365,215,145,5,0,0,0,129,70,47,0,10,152,0,189,14
"504","MO","Stoddard County",107,103,4,0,0,0,0,56,43,23,0,0,0,0,107,0
"505","MO","Taney County",120,117,3,0,0,0,0,54,35,20,0,0,0,0,120,0
"506","MT","Cascade County",363,350,12,1,0,0,0,106,38,21,0,0,0,0,363,0
"507","MT","Fergus County",365,348,17,0,0,0,0,84,47,37,0,0,335,0,28,2
"508","MT","Flathead County",365,302,62,1,0,0,0,103,58,37,0,0,233,0,103,29
"509","MT","Gallatin County",365,337,28,0,0,0,0,91,47,25,4,22,0,0,339,0
"510","MT","Lake County",93,93,0,0,0,0,0,43,19,8,0,0,0,0,93,0
"511","MT","Lewis and Clark County",365,288,75,2,0,0,0,144,64,40,0,0,252,0,113,0
"512","MT","Lincoln County",364,222,141,1,0,0,0,102,72,36,0,0,0,0,353,11
"513","MT","Missoula County",365,224,137,3,1,0,0,152,76,40,0,0,2,0,362,1
"514","MT","Phillips County",365,356,9,0,0,0,0,71,44,34,0,0,332,0,31,2
"515","MT","Powder River County",361,329,31,1,0,0,0,145,50,38,0,0,309,0,39,13
"516","MT","Powell County",109,106,3,0,0,0,0,81,25,9,0,0,0,0,109,0
"517","MT","Ravalli County",364,329,35,0,0,0,0,74,48,14,0,0,0,0,364,0
"518","MT","Richland County",365,339,26,0,0,0,0,93,48,37,0,0,307,0,51,7
"519","MT","Roosevelt County",93,93,0,0,0,0,0,45,22,10,0,0,0,0,93,0
"520","MT","Rosebud County",364,351,13,0,0,0,0,71,47,36,0,3,316,0,41,4
"521","MT","Sanders County",365,330,35,0,0,0,0,94,50,25,0,0,0,0,346,19
"522","MT","Sheridan County",104,103,1,0,0,0,0,51,27,12,0,0,0,0,104,0
"523","MT","Silver Bow County",363,319,44,0,0,0,0,91,55,20,0,0,0,0,191,172
"524","MT","Yellowstone County",362,357,4,0,1,0,0,157,34,21,0,0,0,77,285,0
"525","NE","Cass County",348,348,0,0,0,0,0,46,26,13,0,0,0,0,0,348
"526","NE","Douglas County",365,312,53,0,0,0,0,86,56,38,0,0,214,14,128,9
"527","NE","Hall County",97,92,5,0,0,0,0,60,38,19,0,0,0,0,97,0
"528","NE","Knox County",355,342,13,0,0,0,0,80,46,35,0,0,355,0,0,0
"529","NE","Lancaster County",360,338,22,0,0,0,0,66,46,31,0,0,229,76,55,0
"530","NE","Sarpy County",350,298,52,0,0,0,0,80,55,29,0,0,0,0,350,0
"531","NE","Scotts Bluff County",113,110,3,0,0,0,0,70,34,19,0,0,0,0,113,0
"532","NE","Thomas County",109,106,3,0,0,0,0,57,26,12,0,0,0,0,109,0
"533","NE","Washington County",116,107,9,0,0,0,0,75,48,25,0,0,0,0,116,0
"534","NV","Carson City",365,308,57,0,0,0,0,97,58,41,0,0,300,0,65,0
"535","NV","Churchill County",353,323,30,0,0,0,0,80,50,41,0,0,353,0,0,0
"536","NV","Clark County",365,154,206,5,0,0,0,122,87,54,1,20,252,0,84,8
"537","NV","Douglas County",356,346,10,0,0,0,0,62,40,13,0,0,0,0,356,0
"538","NV","Elko County",365,363,2,0,0,0,0,61,27,14,0,0,0,0,12,353
"539","NV","Lyon County",356,344,12,0,0,0,0,71,47,38,0,0,346,0,0,10
"540","NV","Nye County",365,352,12,1,0,0,0,146,31,15,0,0,0,0,0,365
"541","NV","Washoe County",365,244,121,0,0,0,0,97,64,46,0,4,294,0,62,5
"542","NV","White Pine County",362,294,67,1,0,0,0,101,61,44,0,0,361,0,1,0
"543","NH","Belknap County",316,308,8,0,0,0,0,74,44,31,0,0,181,0,135,0
"544","NH","Cheshire County",365,348,17,0,0,0,0,79,45,34,0,0,303,0,62,0
"545","NH","Coos County",324,314,10,0,0,0,0,64,47,40,0,0,304,0,20,0
"546","NH","Grafton County",365,352,13,0,0,0,0,60,44,33,0,0,311,0,54,0
"547","NH","Hillsborough County",365,353,12,0,0,0,0,80,46,37,0,0,356,0,9,0
"548","NH","Merrimack County",365,360,5,0,0,0,0,72,43,27,0,0,209,156,0,0
"549","NH","Rockingham County",365,343,21,1,0,0,0,112,47,37,0,0,316,0,49,0
"550","NJ","Atlantic County",365,328,36,1,0,0,0,105,51,37,0,0,262,0,103,0
"551","NJ","Bergen County",365,228,132,5,0,0,0,150,71,44,0,58,96,0,211,0
"552","NJ","Camden County",365,240,120,5,0,0,0,126,67,44,0,19,202,0,144,0
"553","NJ","Cumberland County",361,297,61,3,0,0,0,105,58,40,0,2,268,0,91,0
"554","NJ","Essex County",365,265,100,0,0,0,0,100,62,41,0,85,160,0,120,0
"555","NJ","Gloucester County",280,242,37,1,0,0,0,133,54,37,0,0,226,0,54,0
"556","NJ","Hudson County",365,268,97,0,0,0,0,92,61,41,0,105,136,0,124,0
"557","NJ","Hunterdon County",362,295,66,1,0,0,0,108,58,39,0,0,271,0,91,0
"558","NJ","Mercer County",365,280,83,2,0,0,0,136,61,41,0,0,266,0,99,0
"559","NJ","Middlesex County",362,285,74,3,0,0,0,115,61,40,0,20,247,0,95,0
"560","NJ","Monmouth County",240,217,23,0,0,0,0,100,50,37,0,0,240,0,0,0
"561","NJ","Morris County",364,336,28,0,0,0,0,87,50,36,0,11,335,0,18,0
"562","NJ","Ocean County",349,291,56,2,0,0,0,150,58,38,0,0,218,0,131,0
"563","NJ","Passaic County",277,242,34,1,0,0,0,122,54,39,0,0,224,0,53,0
"564","NJ","Union County",365,258,107,0,0,0,0,100,59,42,0,109,0,0,256,0
"565","NJ","Warren County",364,320,43,1,0,0,0,103,52,35,0,47,197,0,120,0
"566","NM","Bernalillo County",365,164,197,4,0,0,0,108,77,51,0,1,248,0,67,49
"567","NM","Catron County",111,111,0,0,0,0,0,32,18,9,0,0,0,0,111,0
"568","NM","Chaves County",118,117,1,0,0,0,0,52,32,16,0,0,0,0,118,0
"569","NM","Dona Ana County",365,170,171,17,3,2,2,630,87,51,0,8,263,0,23,71
"570","NM","Eddy County",365,212,134,17,2,0,0,174,90,47,0,1,363,0,1,0
"571","NM","Lea County",365,252,109,4,0,0,0,140,71,45,0,4,309,0,52,0
"572","NM","Lincoln County",107,107,0,0,0,0,0,31,21,10,0,0,0,0,107,0
"573","NM","Los Alamos County",117,117,0,0,0,0,0,32,15,9,0,0,0,0,117,0
"574","NM","Luna County",361,349,10,1,0,0,1,617,29,12,0,0,0,0,0,361
"575","NM","Rio Arriba County",358,315,43,0,0,0,0,90,54,43,0,0,354,0,4,0
"576","NM","San Juan County",365,208,157,0,0,0,0,97,90,49,0,3,362,0,0,0
"577","NM","Sandoval County",363,276,87,0,0,0,0,97,61,44,0,0,356,0,5,2
"578","NM","Santa Fe County",362,274,87,1,0,0,0,101,67,44,0,0,352,0,10,0
"579","NM","Socorro County",92,92,0,0,0,0,0,31,19,10,0,0,0,0,92,0
"580","NM","Taos County",358,334,24,0,0,0,0,70,42,15,0,0,0,0,358,0
"581","NM","Valencia County",357,270,87,0,0,0,0,93,67,44,0,0,357,0,0,0
"582","NY","Albany County",365,322,43,0,0,0,0,92,53,37,0,0,242,0,123,0
"583","NY","Bronx County",365,280,82,3,0,0,0,115,63,40,0,66,164,0,135,0
"584","NY","Chautauqua County",365,337,27,1,0,0,0,105,49,37,0,0,320,22,23,0
"585","NY","Dutchess County",365,353,12,0,0,0,0,90,45,33,0,0,331,34,0,0
"586","NY","Erie County",365,310,55,0,0,0,0,93,54,38,0,27,221,0,117,0
"587","NY","Essex County",365,332,33,0,0,0,0,80,50,42,0,0,362,1,2,0
"588","NY","Franklin County",356,356,0,0,0,0,0,1,0,0,0,0,0,356,0,0
"589","NY","Hamilton County",360,358,2,0,0,0,0,54,44,34,0,0,323,37,0,0
"590","NY","Herkimer County",222,222,0,0,0,0,0,45,36,27,0,0,185,37,0,0
"591","NY","Jefferson County",205,198,7,0,0,0,0,64,46,35,0,0,205,0,0,0
"592","NY","Kings County",365,335,30,0,0,0,0,75,46,27,0,0,0,0,365,0
"593","NY","Monroe County",365,321,44,0,0,0,0,90,52,36,0,3,235,0,127,0
"594","NY","Nassau County",363,344,19,0,0,0,0,68,42,22,0,0,0,14,349,0
"595","NY","New York County",365,293,70,2,0,0,0,136,58,39,0,0,184,0,181,0
"596","NY","Niagara County",352,339,13,0,0,0,0,80,44,35,0,0,352,0,0,0
"597","NY","Oneida County",355,345,10,0,0,0,0,60,35,18,0,0,0,0,355,0
"598","NY","Onondaga County",365,337,28,0,0,0,0,77,49,37,0,0,281,0,84,0
"599","NY","Orange County",365,343,22,0,0,0,0,74,47,36,0,0,275,0,90,0
"600","NY","Oswego County",321,316,5,0,0,0,0,67,45,34,0,0,321,0,0,0
"601","NY","Putnam County",364,348,15,1,0,0,0,101,46,34,0,0,329,35,0,0
"602","NY","Queens County",365,292,69,4,0,0,0,119,58,40,0,85,189,0,91,0
"603","NY","Richmond County",365,314,51,0,0,0,0,97,55,37,0,0,224,0,141,0
"604","NY","Rockland County",365,335,29,1,0,0,0,112,49,36,0,0,296,0,69,0
"605","NY","Saratoga County",331,328,3,0,0,0,0,58,44,33,0,0,331,0,0,0
"606","NY","Seneca County",360,360,0,0,0,0,0,6,1,0,0,0,0,360,0,0
"607","NY","St. Lawrence County",365,279,76,10,0,0,0,105,80,17,0,0,0,365,0,0
"608","NY","Steuben County",365,349,16,0,0,0,0,65,47,35,0,0,292,0,73,0
"609","NY","Suffolk County",365,300,56,9,0,0,0,150,61,40,0,0,295,1,69,0
"610","NY","Tompkins County",365,358,7,0,0,0,0,61,45,34,0,0,353,12,0,0
"611","NY","Wayne County",268,253,15,0,0,0,0,90,47,35,0,0,268,0,0,0
