"","FIPS","UnempRate2019","MedHHInc","Deep_Pov_All","PovertyAllAgesPct","PerCapitaInc","AvgHHSize","PctEmpFIRE","PctEmpConstruction","PctEmpTrans","PctEmpMining","PctEmpTrade","PctEmpInformation","PctEmpAgriculture","PctEmpManufacturing","PctEmpServices","HispanicPct2010","NativeAmericanNonHispanicPct2010","WhiteNonHispanicPct2010","BlackNonHispanicPct2010","AsianNonHispanicPct2010","Ed1LessThanHSPct","Ed2HSDiplomaOnlyPct","Ed3SomeCollegePct","Ed4AssocDegreePct","Ed5CollegePlusPct","Net_International_Migration_Rate_2010_2019"
"2411",46005,3.2,49712,4.48298792,12.9,26316,2.28,4.947300495,5.60335556,5.839965584,0.075285008,13.0027963,0.881910088,6.807915681,23.26306733,34.53430845,7.68,0.95,85.84,0.68,3.63,14.72547109,35.2582846,17.51137102,12.45126706,20.05360624,9.066
"2412",46007,5.4,37071,17.47223056,32.5,16625,3.45,2.369281046,7.026143791,4.493464052,0,13.23529412,2.287581699,14.37908497,1.307189542,41.33986928,1.95,60.39,33.26,0.09,0.38,18.04313519,32.14097843,23.93477117,7.469752762,18.41136244,0.174
"2413",46009,3.2,50278,2.028138133,15.7,23525,2.19,5.118515974,6.011679835,5.118515974,0.103057369,12.05771213,0.446581931,13.67227757,10.99278598,39.23050498,1.84,6.99,88.9,0.92,0.14,12.28000791,36.42475776,20.01186474,12.85347044,18.42989915,0.028
"2414",46011,3.3,62109,8.23942061,11.8,27968,2.39,3.285293662,5.645952787,3.424763676,0.247946691,13.04819464,0.45973449,5.971382819,20.36262204,44.97133116,1.99,0.85,92.33,0.77,2.71,4.590796363,28.56985395,18.30256269,9.335905208,39.20088179,4.369
"2415",46013,3.1,60082,5.061610368,11,31977,2.31,5.547536567,6.307736721,4.108929946,0.072170901,16.70515781,1.481909161,3.916474211,13.92417244,42.55196305,1.36,2.95,92.59,0.51,0.97,6.833392039,30.5428359,20.85632656,12.42612814,29.34131737,2.393
"2416",46015,3.1,49732,8.825847124,15.8,28292,2.23,4.578488372,6.395348837,3.488372093,0.109011628,10.1380814,3.815406977,14.42587209,4.033430233,49.05523256,1.43,8.09,87.82,0.23,0.17,12.46132208,30.68917018,20.11251758,11.95499297,24.78199719,0.019
"2417",46017,6.6,25973,24.29906542,45.7,11471,3.63,6.534954407,3.495440729,3.191489362,0,8.054711246,0,10.94224924,1.367781155,51.36778116,1.83,82.37,14.8,0.21,0.05,20.36503362,39.76945245,22.47838617,7.973102786,9.414024976,0
"2418",46019,3.4,44388,5.933238347,14.3,26702,2.4,6.464032421,8.247213779,4.924012158,8.510638298,10.71935157,2.046605876,10.11144883,8.368794326,38.88551165,3.03,1.68,92.58,0.2,0.21,9.437491008,42.22414041,22.55790534,5.135951662,20.64451158,-0.128
"2419",46021,3.6,45737,1.822004205,10.9,39986,2.17,5.364511692,6.74002751,2.475928473,0.137551582,9.078404402,1.650618982,27.51031637,6.052269601,37.41403026,1.36,0.34,97.54,0.07,0.27,10.83333333,36.94444444,15.09259259,8.333333333,28.7962963,0.612
"2420",46023,3.7,47412,9.420209829,20.9,21787,2.88,4.288649204,6.98510529,5.110426297,0.077041602,13.89316898,1.284026708,13.09707242,3.235747304,45.83975347,1.67,31,64.62,0.09,0.2,12.08006963,38.22454308,20.19147084,12.04525674,17.4586597,-0.033
"2421",46025,4,48517,3.539576366,12.6,30339,2.3,2.631578947,10.30235162,5.767077268,0,12.15005599,0.335946249,23.46024636,6.438969765,37.51399776,1.71,0.05,97.43,0.16,0.05,8.966074313,40.34733441,22.45557351,9.65266559,18.57835218,1.893
"2422",46027,3.3,46378,13.82590234,19.5,26230,2.24,2.864617397,3.518639634,3.060824068,0.24852845,16.12818836,1.334205363,4.002616089,5.44146501,60.73250491,2,2.94,90.05,1.29,1.66,4.108605085,21.69228559,19.73854331,6.019250108,48.4413159,1.468
"2423",46029,3.2,55580,5.73800203,11.3,29992,2.29,5.976876347,6.597426351,4.676987393,0.071853158,18.85818799,1.469723692,4.761904762,17.15984062,36.84107388,1.59,1.88,94.62,0.32,0.44,7.993879274,36.78239764,20.02954833,13.6397214,21.55445336,0.537
"2424",46031,5.8,34024,25.96964587,33.6,15984,3.51,1.560062402,7.878315133,2.652106084,0.31201248,9.828393136,0.858034321,27.69110764,2.496099844,38.53354134,2.62,65.06,29.68,0.07,0.27,16.87581134,34.2276071,20.20770229,11.72652531,16.96235396,0.344
"2425",46033,4.4,58806,5.927897411,10.1,30439,2.07,6.542769857,11.48167006,4.480651731,2.138492872,10.56517312,0.687372709,5.702647658,4.226069246,48.98167006,2.22,2.78,92.79,0.18,0.33,5.918727915,30.56537102,23.79269729,14.67903416,25.04416961,1.221
"2426",46035,2.9,51724,6.89546268,12,29342,2.17,4.295987888,9.736941711,4.437925814,0,13.9004542,1.570779712,4.191900076,17.77062831,40.66048448,1.51,2.42,93.81,0.36,0.47,8.303571429,30.625,23.02083333,14.14434524,23.90625,1.073
"2427",46037,4.6,48023,7.787345563,15.3,28873,2.06,4.785229842,7.1213263,4.18236624,0,14.16729465,1.921627732,16.95553881,10.55011304,35.19216277,1.09,9.37,87.64,0.14,0.21,10.40183113,37.81790437,19.45574771,11.72431333,20.60020346,0.28
"2428",46039,4.8,55404,3.427895981,9.1,29281,2.36,3.896672504,11.33975482,4.509632224,0.175131349,10.63922942,3.19614711,15.93695271,19.74605954,28.59019264,1.97,0.27,96.7,0.27,0.09,9.16308303,37.67780351,18.52464439,11.04862719,23.58584188,1.701
"2429",46041,8.3,41942,15.43565567,25.8,16967,3.43,4.666011788,6.974459725,3.094302554,0.098231827,9.332023576,2.406679764,14.63654224,1.424361493,42.87819253,1.85,73.84,20.9,0.09,0.13,14.37318724,35.6429262,22.97776345,11.02159201,15.9845311,-0.019
"2430",46043,2.8,55159,4.355524079,12.1,29458,2.26,5.055401662,7.479224377,5.886426593,0.27700831,13.98891967,0.623268698,19.59833795,5.540166205,35.11080332,0.77,1.8,96.3,0.37,0.1,12.36117817,36.64896185,21.4389184,12.60260744,16.94833414,1.536
"2431",46045,3,58977,1.502372167,11.5,32492,2.45,3.983445422,7.190894982,5.690636317,0.672529747,13.9679255,1.551991723,22.14174858,6.518365235,36.2131402,1.42,0.42,97,0.12,0.12,9.725315516,35.30066815,19.33927246,10.13363029,25.50111359,1.009
