"","State","County","FIPS","Population","Age.Adjusted.Rate","per_unhealthy_days","Median.AQI","Avg_Temperature","Total_Precipitation","UnempRate2019","MedHHInc","Deep_Pov_All","PovertyAllAgesPct","PerCapitaInc","AvgHHSize","PctEmpFIRE","PctEmpConstruction","PctEmpTrans","PctEmpMining","PctEmpTrade","PctEmpInformation","PctEmpAgriculture","PctEmpManufacturing","PctEmpServices","HispanicPct2010","NativeAmericanNonHispanicPct2010","WhiteNonHispanicPct2010","BlackNonHispanicPct2010","AsianNonHispanicPct2010","Ed1LessThanHSPct","Ed2HSDiplomaOnlyPct","Ed3SomeCollegePct","Ed4AssocDegreePct","Ed5CollegePlusPct","Net_International_Migration_Rate_2010_2019","per_gop","per_dem","per_point_diff"
"266","NM","Eddy County",35015,58460,34,0.0520547945205479,47,63.2,11.5,3.1,58320,7.349327299,15.7,28957,2.67,3.994156768,7.819167339,7.965248145,14.47353246,14.58885942,0.803444432,2.606389113,4.651520394,37.01610733,44.09,0.82,52.22,1.09,0.6,15.50597007,36.89016154,22.34588579,9.308984818,15.94899778,1.055,0.751614847988976,0.233571613125484,0.518043234863491
"267","NM","Sandoval County",35043,146748,32.3,0,44,50.2,11.7,4.8,57036,7.298658319,12.6,27549,2.78,6.91770854,7.478335649,3.96077264,0.277832903,14.9765165,1.877025865,1.002182973,5.389627572,50.33075346,35.06,12.17,47.46,1.87,1.34,10.33879053,24.9887973,25.46191603,9.227899415,29.98259673,0.069,0.446357200700086,0.530132441681252,-0.0837752409811656
"268","NM","San Juan County",35045,123958,29,0,49,51.5,8.9,5.7,46578,10.16231306,23.1,23206,2.91,3.238587085,7.413466845,7.44106284,10.74863991,15.13246077,0.819995269,1.440905149,3.26618308,45.13522037,19.05,35.62,42.49,0.47,0.34,15.81033002,30.6993007,27.61256288,10.68335174,15.19445467,0.083,0.628638084675106,0.345794928672505,0.282843156002601
"269","NM","Santa Fe County",35049,150358,26.9,0.00276243093922652,44,49.5,15.48,3.9,60187,5.220913711,12.2,37080,2.36,5.063129883,6.931547956,3.118276526,0.493998415,13.40165327,1.508889141,0.808232363,2.740346507,56.44179595,50.65,2.27,43.9,0.66,1.09,11.07021492,22.94306825,18.99911628,6.073995791,40.91360477,1.395,0.222907317547764,0.760455811351503,-0.537548493803738
"270","NY","Albany County",36001,305506,10.9,0,37,47.2,43.01,3.6,64536,6.097055022,11.3,36454,2.3,7.415683918,4.159468189,3.462154786,0.053832094,12.22176319,2.256566264,0.205313102,5.306842935,52.61961992,4.9,0.15,75.99,11.96,4.77,7.34930981,24.1114083,16.14452176,11.11393631,41.28082383,2.729,0.331477407674188,0.645511709852629,-0.314034302178441
"271","NY","Bronx County",36005,1418207,4.7,0.00821917808219178,40,55,52.36,5.4,38566,12.59756471,27.3,20850,2.79,6.324277227,5.03158697,7.547464396,0.012591139,12.90373487,1.681504624,0.075882597,3.282593842,59.45854745,53.53,0.25,10.92,30.08,3.42,28.02138644,27.63951665,17.25177111,7.270567026,19.81675877,8.105,0.159120538388358,0.834769740319228,-0.675649201930869
"272","NY","Dutchess County",36027,294218,12,0,33,49.8,44.22,3.6,79604,3.98172818,9.2,38048,2.57,6.07116578,6.802121368,5.125713254,0.126338003,13.46332727,2.198420081,0.937816713,6.526537922,53.72350026,10.51,0.16,74.56,9.21,3.47,9.451984447,26.24165505,18.45890495,10.65561343,35.19184212,1.318,0.44250340784267,0.538922195312397,-0.0964187874697264
"273","NY","Erie County",36029,918702,10.9,0,38,47,42.98,4.3,56375,7.062119061,13.7,32347,2.3,8.322701171,4.782580621,4.498239848,0.117566114,13.84096066,1.636796412,0.340451872,10.19507514,51.64648226,4.54,0.57,77.71,13.05,2.57,8.610358964,27.745284,18.24166981,11.74855875,33.65412847,2.426,0.41758611139886,0.564824817502817,-0.147238706103957
"274","NY","Jefferson County",36045,109834,22,0,35,44.1,49.68,5.6,52798,6.579837775,12.3,25884,2.5,4.537533512,7.260947274,3.516532618,0.073726542,15.5049151,1.418677391,2.066577301,5.918230563,47.82171582,5.29,0.43,85.76,4.71,1.26,8.922328621,33.97863726,22.28025812,12.55095414,22.26782186,2.491,0.584496442255063,0.394704433497537,0.189792008757526
"275","NY","Kings County",36047,2559903,5.8,0,27,55.4,54.53,4.1,60862,8.98106944,18.9,31984,2.69,7.43743553,5.049670506,6.498311466,0.015768415,11.65885364,4.443407817,0.103315966,3.34881704,57.69473992,19.81,0.19,35.67,31.9,10.39,18.36901424,25.6177273,13.39495555,6.13217606,36.48612684,4.981,0.222034369709804,0.77012108457086,-0.548086714861056
"276","NY","Monroe County",36055,741770,12.7,0,36,47.4,35.29,4.2,60240,7.194562343,14.4,32502,2.38,5.404241987,4.054816167,3.470691605,0.092086801,13.49888978,2.507866883,0.336743451,11.40459617,56.40016892,7.26,0.21,72.82,14.44,3.23,9.690385617,23.96876824,17.04250293,11.63355573,37.66478749,2.413,0.382329395274855,0.592535624949145,-0.21020622967429
"277","NY","Nassau County",36059,1356924,5.9,0,22,54.2,49.45,3.4,115301,2.652889398,5.8,49211,3,10.33287628,5.531517414,5.410189768,0.008185962,13.20264056,2.916541197,0.112118439,4.473189514,53.2900257,14.58,0.1,65.49,10.55,7.58,8.754000064,23.02112459,15.17706595,7.855115298,45.1926941,1.839,0.445872841709928,0.541113276452189,-0.0952404347422607
"278","NY","New York County",36061,1628706,7.2,0.00547945205479452,39,55.4,53.96,3.5,84610,7.709932908,15.6,72832,2.07,16.37006154,1.967693748,2.594756087,0.007134576,9.218540979,6.292473022,0.048158388,2.912356194,58.06273968,25.45,0.14,48.02,12.95,11.2,13.00944373,12.43297294,9.773781926,3.975314958,60.80848645,5.978,0.122585277966453,0.86780332247332,-0.745218044506867
"279","NY","Oneida County",36065,228671,15.7,0,18,44.5,57.05,4.3,54096,7.712050508,14.8,28548,2.42,6.936150666,4.81337777,4.279752539,0.098710894,13.04449809,1.246102874,1.121981255,9.23679864,51.82615155,4.61,0.21,84.83,5.83,2.78,11.42021233,32.86434495,18.87128874,12.16105073,24.68310323,2.111,0.567565957953666,0.412592063208465,0.154973894745201
"280","NY","Onondaga County",36067,460528,12.1,0,37,46.2,47.81,3.9,59786,7.173790966,13.7,32678,2.4,6.956769648,5.005000475,4.842541599,0.054303803,14.36742858,2.279854647,0.563401952,7.620181103,54.53685644,4.03,0.73,79.23,10.43,3.08,9.295503361,25.26785318,17.92287856,12.05798681,35.45577809,2.59,0.386048096789997,0.591705540290114,-0.205657443500117
"281","NY","Orange County",36071,384940,11.2,0,36,49.8,49.57,3.8,75048,5.305149922,11.5,33472,2.9,5.355365661,6.410080419,6.322568837,0.052621344,16.81023142,2.496653969,0.710960111,7.12104053,47.75844515,18.02,0.24,68.2,9.09,2.33,10.28316689,29.65822396,19.98439303,10.27528039,29.79893574,0.89,0.493878523408038,0.49206561339694,0.00181291001109823
"282","NY","Queens County",36081,2253858,5.9,0.010958904109589,40,54.9,52.8,3.5,68432,5.306129634,11.6,30289,2.91,7.865477359,7.163770728,8.583268451,0.015554202,12.13077549,2.579081189,0.095888123,3.697392992,53.64441149,27.51,0.29,27.65,17.75,22.79,18.45891526,27.584106,14.60240692,7.828551574,31.52602025,6.436,0.269927398268728,0.722257761531237,-0.452330363262509
"283","NY","Richmond County",36085,476143,6.6,0,37,55.6,56.92,3.9,79719,6.994203722,11.7,34987,2.81,9.347209799,7.524622207,7.151207092,0.017037952,11.65111954,2.392412432,0.047327645,2.524929837,52.66998907,17.29,0.15,64.04,9.45,7.4,11.45997147,30.94663775,17.09064252,7.552174429,32.95057384,1.335,0.570521806313121,0.420984210258474,0.149537596054646
"284","NY","Rockland County",36087,325789,6.2,0.00273972602739726,36,52.1,51.95,3.6,88960,6.819242613,13.9,38076,3.17,6.770433259,5.676167374,4.048244727,0.039080924,13.59948791,2.635940974,0.095680884,5.595310289,57.09049255,15.65,0.16,65.34,11.11,6.13,12.07808991,22.48942307,16.61155035,8.217326998,40.60360967,2.375,0.48670936163704,0.504106564517953,-0.017397202880913
"285","NY","Saratoga County",36091,229863,10.6,0,33,45.9,51.76,3.4,83210,2.74401704,6.3,41709,2.38,6.726755538,6.094728338,3.240927759,0.175048812,13.89786575,1.670537938,0.647175655,10.4633744,50.43593887,2.4,0.15,92.73,1.39,1.77,5.88756169,24.48341414,16.46077539,11.74106618,41.4271826,1.12,0.462138630281557,0.516158456145641,-0.0540198258640835
"286","NY","Suffolk County",36103,1476601,8.5,0.0246575342465753,40,52.6,49.56,3.7,100075,3.451299306,7.3,42204,2.99,6.885521953,7.563788031,5.508310136,0.028736674,14.86035185,2.742875252,0.427155888,7.032159561,50.09943695,16.49,0.19,71.57,6.84,3.37,9.584475418,27.94832915,17.57489162,9.28374254,35.60856126,1.62,0.494144834817592,0.493844137900643,0.000300696916949283
"287","NY","Westchester County",36119,967506,6.2,0.00273972602739726,36,52.5,50.45,3.8,94521,4.30052838,8.3,54572,2.71,10.20061487,6.565577615,4.225730811,0.005210776,11.34490126,3.213798135,0.218018863,3.827210672,56.57381064,21.81,0.12,57.38,13.34,5.39,12.21233171,19.56099334,13.81123134,6.229672141,48.18577148,2.937,0.313148908729729,0.675949208217743,-0.362800299488014
"288","NC","Brunswick County",37019,142820,17.9,0.0056980056980057,0,65.1,55.94,5.2,60163,5.560193025,10.5,31204,2.32,5.691729175,10.78495068,5.650384896,0.145689367,16.63615065,1.527769575,0.771759888,6.559959049,47.20532357,5.17,0.61,80.81,11.28,0.52,9.60870969,28.63441902,22.56830932,10.56524196,28.62332001,-0.118,0.619351261436097,0.369392847241475,0.249958414194622
"289","NC","Buncombe County",37021,261191,20.5,0,38,55.9,58.45,3,53960,4.396189217,11.5,31439,2.31,5.190477716,6.253404249,2.776264778,0.139373939,14.49248662,1.494665342,0.700874692,10.2279645,55.60539553,5.98,0.33,84.44,6.29,1,9.023061382,23.42460454,19.63387638,8.730764271,39.18769343,0.467,0.386286973367416,0.597360879871758,-0.211073906504342
"290","NC","Catawba County",37035,159551,16.4,0,33,60.6,53.38,3.6,53738,5.545416166,13,26950,2.52,4.239609874,5.029999178,4.714939317,0.153420454,16.05709433,1.324621243,0.371222706,26.5266705,38.90304375,8.44,0.22,77.99,8.33,3.44,14.81399305,30.57188817,21.7023519,10.96257673,21.94919015,1.137,0.67830985915493,0.307929277794426,0.370380581360503
"291","NC","Cumberland County",37051,335509,14,0,41,64,47.55,5.1,46779,8.243343604,17,24301,2.55,3.781586011,5.187173419,4.277115131,0.026205867,15.79102012,1.88682242,0.503470292,7.85381891,50.65355844,9.45,1.46,47.19,35.67,2.16,9.276880789,25.51154423,29.13861372,11.05013646,25.02282481,3.318,0.407964661909616,0.5740332993544,-0.166068637444784
"292","NC","Davidson County",37057,167609,15.1,0,35,60.6,51.41,3.7,47758,6.589558312,15,25109,2.49,4.253512012,6.970097339,6.359371208,0.056623615,15.52565589,1.445250357,0.849354221,20.53010489,40.57890905,6.39,0.39,81.95,8.76,1.2,16.56092968,33.03333536,21.62241914,10.32345973,18.45985611,0.138,0.730483313374156,0.255733556273584,0.474749757100572
"293","NC","Durham County",37063,321488,7.4,0,42,60.8,47.73,3.4,59329,7.603968238,13.5,34063,2.37,5.66481942,5.9337011,2.803691127,0.023984751,9.904439704,2.037441458,0.326318846,7.259174167,62.38181198,13.48,0.27,42.12,37.47,4.55,11.6062008,17.3004483,16.91755348,6.677742926,47.49805449,4.859,0.180413975566104,0.804206454194782,-0.623792478628678
"294","NC","Forsyth County",37067,382295,9.9,0,45,60,52.75,3.7,50112,8.164740084,16.4,29921,2.46,7.220539891,5.571527884,4.428589945,0.092495493,13.89023083,1.458718731,0.344059668,12.34019489,51.71499605,11.91,0.25,58.73,25.53,1.83,11.24271548,25.59765285,21.1062011,8.24358479,33.80984578,1.155,0.422636259750584,0.561598847319521,-0.138962587568937
"295","NC","Guilford County",37081,537174,10.1,0,42,60.3,54.24,4.1,52166,6.804952215,15.4,29708,2.49,6.973369102,5.111085346,5.485301232,0.051574625,15.34764896,1.685570699,0.418594052,12.5882066,49.41488788,7.13,0.42,54.3,32.14,3.9,10.87942913,23.80298172,21.60483913,8.458145231,35.2546048,2.461,0.377150369438215,0.608416582889843,-0.231266213451629
"296","NC","Johnston County",37101,209339,11.1,0,40,63,54.8,3.6,60296,5.545836527,11.7,25847,2.82,5.114880873,10.28452014,4.578472129,0.0122927,15.19154262,1.889723302,1.232622592,11.03772741,43.92964105,12.92,0.41,69.8,14.85,0.58,13.73848405,29.30291408,22.55031434,12.58866791,21.81961963,0.61,0.613818619395278,0.370493098772417,0.243325520622862
"297","NC","Mecklenburg County",37119,1110356,8.4,0.0273972602739726,45,62.6,49.29,3.6,64509,5.674300156,11.7,37298,2.57,13.48981334,6.339569794,5.66009814,0.038981641,14.11279771,2.600941695,0.215481847,7.94629918,47.56103063,12.17,0.31,50.6,30.23,4.57,9.920655765,17.37282421,20.06235103,7.876217882,44.76795112,4.481,0.316039241481837,0.666793051090462,-0.350753809608626
"298","NC","New Hanover County",37129,234473,18.5,0,34,65.4,53.81,3.6,53419,9.050627378,15.3,32629,2.32,7.514906889,6.559031282,3.464819741,0.043115311,15.56095771,2.631868636,0.269700028,6.736079259,54.55371067,5.29,0.39,76.79,14.54,1.17,7.053259709,21.55934157,22.25824834,9.849541813,39.27960856,0.691,0.48039899871046,0.501691572479709,-0.0212925737692483
"299","NC","Pitt County",37147,180742,11.6,0,38,63.3,50.78,4.2,43303,12.74822591,23.2,25722,2.47,5.068343291,5.765601144,3.281920585,0.061310604,13.17697126,1.59648005,1.18533835,11.11765625,54.25748049,5.47,0.28,57.12,33.79,1.52,10.59323223,23.59363452,22.02845943,11.95445743,31.83021639,0.785,0.445137199821863,0.539572699347973,-0.0944354995261097
"300","NC","Union County",37179,239859,10,0.0127659574468085,45,63.1,42.31,3.5,80428,3.592108085,7,34379,2.99,9.502986445,7.672027419,4.435575516,0.080002182,15.90497923,2.280971299,0.830931753,12.06123803,44.60394374,10.42,0.3,74.57,11.49,1.61,10.18842512,24.96528646,21.51545447,8.50481824,34.82601572,0.287,0.61355153384067,0.37191533535352,0.24163619848715
"301","NC","Wake County",37183,1111761,9.7,0,46,61.9,50.06,3.3,80169,4.223112004,8.4,39102,2.62,7.955552254,5.534951053,3.714245854,0.034968266,12.63604558,3.032274079,0.312902565,8.508703112,53.44328709,9.76,0.28,62.21,20.29,5.36,7.264686666,15.40592503,17.27933664,8.209451389,51.84060027,3.491,0.358002943829828,0.622534542519349,-0.264531598689521
"302","ND","Cass County",38017,181923,18.9,0.00550964187327824,33,38.7,28.72,2,63885,4.809008924,10.4,36655,2.28,8.538662204,7.023674755,4.32839494,0.487276665,15.3634887,1.040507949,1.884136437,8.80641827,49.68843825,2.01,1.12,90.49,2.25,2.35,5.472668634,19.72536157,20.80253625,14.60352846,39.39590509,3.658,0.495264546267998,0.468443865989565,0.0268206802784331
"303","OH","Butler County",39017,383134,14.8,0.0356164383561644,44,53.9,48.54,3.8,61053,6.454118542,12.4,30777,2.65,7.087628866,5.128975188,4.83793465,0.18401625,15.56438931,1.262449764,0.396426699,15.41914206,47.37572078,3.99,0.16,84.26,7.19,2.38,9.657030746,32.78117187,19.85339161,7.897481746,29.81092402,1.643,0.612583473012847,0.372786325152487,0.23979714786036
"304","OH","Clark County",39023,134083,19.6,0.00547945205479452,45,52.5,46.28,4.3,50089,7.065180272,14.9,25948,2.4,5.019534148,4.853040568,4.421146333,0.093961723,14.63989582,0.956101742,0.995664573,19.08906582,45.203831,2.75,0.22,85.28,8.67,0.61,12.50866326,36.75929135,22.84176557,9.269687256,18.62059257,0.313,0.607861458917336,0.374945493054258,0.232915965863079
"305","OH","Clermont County",39025,206428,19.9,0.0111731843575419,40,54.9,55.54,3.7,65280,4.287635943,8.2,32900,2.61,7.678010005,7.369545014,4.397603464,0.06327487,16.36841793,1.694580112,0.286714255,13.98078026,45.32754632,1.47,0.18,94.92,1.13,0.96,9.801329262,33.04041674,19.76073289,9.405424825,27.99209628,0.429,0.674963794351919,0.308580738595221,0.366383055756698
"306","OH","Columbiana County",39029,101883,19,0,1,50.8,53.82,4.8,44938,6.366487545,15.1,25853,2.39,3.278079076,6.129723583,7.726119664,0.844121763,13.5846746,1.344909027,1.309919524,20.48198041,43.01303359,1.25,0.15,94.89,2.15,0.3,12.17731981,45.0665486,18.64299898,9.279235765,14.83389685,0.054,0.716526273565985,0.267930204572804,0.448596068993181
"307","OH","Cuyahoga County",39035,1235072,14.7,0.010958904109589,50,51.7,39.86,4.2,50006,8.529623821,17.9,31804,2.27,7.779948743,4.018878936,4.516903922,0.076293909,13.085505,1.804325577,0.157493635,12.30734096,52.3455725,4.79,0.16,61.4,29.29,2.55,10.65220545,28.0015579,21.81621108,7.634286158,31.89573941,2.2,0.323971102977608,0.665168539325843,-0.341197436348235
"308","OH","Delaware County",39041,209177,13.3,0,41,52.6,43.7,3.1,103536,2.174674468,4.1,47183,2.83,14.40394575,4.109494451,3.197040691,0.011837238,13.87620222,2.268803946,0.572133169,9.308014797,47.88853268,2.11,0.12,88.38,3.3,4.24,3.284478467,18.84335325,17.01129574,6.508277321,54.35259522,1.714,0.526342508130404,0.457959863567859,0.0683826445625446
"309","OH","Franklin County",39049,1316756,11.4,0.00273972602739726,46,53.7,43.97,3.5,60383,7.574714979,15.5,32552,2.47,9.955183352,3.977627721,5.882785841,0.047459989,14.77702816,2.290695439,0.162355217,7.701734993,51.01378142,4.79,0.2,67.31,20.99,3.84,9.038973466,24.7915692,19.9331136,6.955667138,39.28067659,4.4,0.334990017079595,0.648840664978266,-0.313850647898671
"310","OH","Hamilton County",39061,817473,13.6,0.0164383561643836,52,55.2,52.77,3.8,57300,7.905180641,15.4,34125,2.33,8.077777916,4.571315048,4.961446292,0.046438283,13.84581,1.793213057,0.15719483,11.58275079,51.79929722,2.57,0.15,67.58,25.52,2,9.008893793,26.39143653,19.03067153,8.440516819,37.12848133,2.101,0.412796539569163,0.57147697184455,-0.158680432275386
"311","OH","Lake County",39085,230149,16.8,0.0136986301369863,37,51.1,41.9,3.7,65883,3.565272212,7.5,33737,2.36,7.619667585,5.185736266,3.284412356,0.202898061,13.45214142,1.287557276,0.300120048,19.68787515,45.7856382,3.4,0.1,90.85,3.11,1.12,8.005098015,31.8674516,22.24555441,9.978758269,27.90313771,0.973,0.561478518722847,0.425365300477362,0.136113218245485
"312","OH","Licking County",39089,176862,18,0,41,52.3,46.41,3.7,66145,5.047720548,9.1,30338,2.63,9.580788118,6.500179662,4.965864175,0.152114026,15.53719008,1.709186729,0.958198587,11.32231405,43.75374296,1.39,0.26,92.38,3.39,0.74,8.794190614,34.7563917,21.06246985,9.198194473,26.18875336,0.584,0.631716378303789,0.35086508863178,0.280851289672009
"313","OH","Lorain County",39093,309833,16.3,0,38,51.4,38.7,4.3,59265,6.033577821,14.2,29777,2.49,5.778821599,6.116962953,4.359052355,0.07003346,14.03852548,1.503950878,0.733582813,16.43239649,46.89129251,8.39,0.21,80.15,8.06,0.92,10.33302682,31.53042555,23.83469053,10.28373164,24.01812546,1.457,0.505090925258992,0.48061764388295,0.0244732813760424
"314","OH","Lucas County",39095,428348,17.1,0.00273972602739726,40,52,37.66,4.7,47865,9.003882208,18.7,28361,2.36,4.38160286,5.043636291,5.325225171,0.080881912,14.00505262,1.481836519,0.376450382,15.74251593,50.48629002,6.11,0.22,70.98,18.68,1.51,10.79967646,29.7099065,23.54062132,9.671382742,26.27841299,0.888,0.407545495780643,0.575263055581863,-0.167717559801219
"315","OH","Mahoning County",39099,228683,14.8,0,39,50.4,46.88,5.7,48010,7.314197939,16.5,27429,2.29,4.402917481,5.964627926,4.647947752,0.254564523,16.43991038,1.401535015,0.436668732,13.57105401,49.53234495,4.66,0.16,77.56,15.24,0.69,9.093400069,37.95371098,21.3433681,7.461532372,24.14798848,0.951,0.503530420456265,0.484516584570381,0.0190138358858834
"316","OH","Medina County",39103,179746,16.2,0,38,51.4,39.92,3.4,76475,2.216908625,6.5,35979,2.58,7.229304155,6.278079924,4.539005568,0.097809497,14.93368301,1.742298846,0.573959027,16.13856704,45.32771556,1.59,0.13,95.05,1.15,0.95,5.103292525,31.61409295,20.59107858,9.368221809,33.32331413,0.325,0.610422867942358,0.376092605716986,0.234330262225372
"317","OH","Montgomery County",39113,531687,16.6,0,45,53.7,43.83,4.2,51071,7.743750765,16.9,28807,2.3,5.827833054,4.603405247,4.538140741,0.025859521,13.37101435,2.069993104,0.27090927,13.37511904,50.68384067,2.28,0.2,72.67,20.76,1.72,9.906774326,28.05265285,24.65847952,9.954610561,27.42748274,1.616,0.480564607735424,0.503022290087708,-0.0224576823522839
"318","OH","Portage County",39133,162466,14,0,37,50.9,46.24,4.2,63689,6.12873501,11.3,29439,2.51,4.437060672,5.61499892,4.230741549,0.363457525,15.5135187,1.589376964,0.694527745,18.07331526,46.47938008,1.28,0.17,91.39,4.1,1.41,7.889335459,36.28196928,19.87322075,7.284079084,28.67139543,2.584,0.554952215464813,0.430314219519259,0.124637995945555
"319","OH","Stark County",39151,370606,19.8,0,46,52,44.82,4.5,52310,6.017912713,14.4,28434,2.39,4.966014937,6.006545271,5.284887136,0.501804145,14.73357389,1.606668345,0.514670918,17.16986937,46.52065676,1.59,0.22,87.73,7.53,0.73,8.694027119,37.75773246,22.29898699,8.458980514,22.79027292,0.272,0.585093664912918,0.399749314036834,0.185344350876084
"320","OH","Summit County",39153,541013,16.8,0.00821917808219178,42,52.2,40.6,4.3,58890,6.113605984,12,32055,2.37,6.465399279,4.921216302,4.85823433,0.13946008,15.87333126,1.89058382,0.113217591,14.75727573,48.08785985,1.6,0.17,79.67,14.28,2.19,8.444133488,30.55496885,20.16897244,8.772573661,32.05935157,1.605,0.445080275106695,0.540757933918773,-0.0956776588120781
"321","OH","Trumbull County",39155,197974,16.8,0,40,50.2,48.96,6.1,47424,8.015415621,17.6,26116,2.3,4.139150271,6.171656687,5.625320787,0.208725406,14.06786427,1.286569718,0.585115483,20.08326205,43.76390077,1.33,0.16,88.15,8.18,0.47,10.94423285,44.9028384,18.5329849,7.15645937,18.46348447,0.001,0.546469836932308,0.440777814081049,0.105692022851259
"322","OH","Warren County",39165,234602,12.6,0.00833333333333333,43,54.1,50.3,3.5,87391,2.045777528,5.2,39448,2.68,7.714546561,4.611363718,3.936486341,0.065339587,14.13751745,1.774014536,0.345494254,16.36443378,47.35419426,2.25,0.14,89,3.21,3.88,6.528330741,25.85756849,16.65963562,8.650170064,42.30429509,1.665,0.646495224099927,0.338493754592212,0.308001469507715
"323","OK","Canadian County",40017,148306,17.6,0.0028169014084507,37,60,46.72,2.9,70942,3.516194272,7.3,30545,3.01,6.47068245,6.288676306,5.316035469,5.118012784,15.88840839,1.613302465,0.773162102,8.101457505,42.57196523,6.75,4.54,79.73,2.44,2.99,7.704663786,29.46161515,26.8084635,9.212362911,26.81289465,0.591,0.703099773974814,0.270293832741363,0.432805941233452
"324","OK","Cleveland County",40027,284014,19.3,0,45,60.6,48.13,2.8,62343,6.820339599,11.9,30507,2.52,5.808440357,5.828373722,4.150411482,2.213315488,14.27727312,1.878007802,0.372326793,7.047868554,50.17868838,7,4.45,75.68,4.13,3.76,8.032215561,25.63213343,25.7610413,8.112069998,32.46253971,1.898,0.556671508958239,0.415994589991484,0.140676918966755
"325","OK","Oklahoma County",40109,797434,21.2,0.00273972602739726,46,60.3,52.13,3.1,52346,7.081033724,16.9,30398,2.56,6.802847716,8.070777457,4.038221337,3.019561188,14.7662558,1.637787544,0.424351805,6.535773154,47.8273889,15.1,3.13,59.25,15.16,2.94,12.78364863,25.34183296,23.14714346,6.932388231,31.79498671,2.501,0.492128655764403,0.480844133812852,0.0112845219515505
"326","OK","Tulsa County",40143,651552,17.5,0.00273972602739726,44,60.1,63.2,3.2,55796,6.71959302,14.1,30894,2.53,6.696244358,6.492484558,5.354052645,1.997293865,14.07414042,2.652396017,0.333948558,11.70515285,47.67499512,11.03,5.74,65.2,10.56,2.3,10.79791466,25.45845357,23.8901754,8.636811666,31.2166447,2.135,0.56462850328861,0.408717629500746,0.155910873787864
"327","OR","Clackamas County",41005,418187,18.4,0.00444444444444444,30,48.2,60.34,3.4,81061,3.841232057,7.3,39619,2.59,7.056276629,7.357582452,4.898315449,0.030081269,15.67875178,1.751617485,1.799451633,11.79826811,45.77136263,7.75,0.62,84.48,0.73,3.61,6.72584165,21.30404475,25.71239417,9.472784529,36.7849349,0.505,0.42886304277803,0.539597716538794,-0.110734673760764
"328","OR","Coos County",41011,64487,29.7,0,19,52.9,66.16,4.9,48352,8.440443524,15.9,26610,2.34,3.603856971,6.753716352,3.664122137,0.112494978,14.47971073,1.189232624,5.901968662,8.051426276,50.24909602,5.38,2.33,86.96,0.37,1.02,11.15333984,30.19236486,32.06080938,8.662788229,17.93069769,0.198,0.588779501011463,0.384167228590695,0.204612272420769
"329","OR","Deschutes County",41017,197692,16.1,0.0136986301369863,20,43.8,23.56,3.9,67372,4.122719181,9.4,34187,2.47,5.536186788,9.127042711,3.021906265,0.027255073,15.21968725,2.459770376,2.437057815,7.859681797,50.77165927,7.43,0.76,88.42,0.33,0.9,6.470926004,22.34276308,27.0152739,9.968227233,34.20280978,-0.162,0.444336202628679,0.526709998882093,-0.0823737962534136
"330","OR","Douglas County",41019,110980,41.9,0,24,51,51.69,4.9,47020,6.796052939,15,25602,2.37,4.533180395,6.239395895,5.068463689,0.246134729,14.07269338,1.43140488,5.510550338,11.91961192,45.72370779,4.7,1.67,89.48,0.26,0.94,10.89226685,32.44515677,29.59155564,9.909345888,17.16167485,-0.049,0.672862049138293,0.297751324806912,0.37511072433138
"331","OR","Jackson County",41029,220944,31.6,0.0191780821917808,36,50.3,37.37,4.4,55511,6.525861012,14.8,28728,2.41,4.888533333,6.458666667,4.781866667,0.082133333,15.74933333,1.669333333,3.6544,9.3216,49.1904,10.7,0.92,83.67,0.6,1.13,10.37396502,26.28219382,27.97216518,7.990739166,27.38093681,-0.072,0.502252978413872,0.467723036999174,0.0345299414146975
"332","OR","Josephine County",41033,87487,25,0.0136986301369863,26,51.2,56.26,5,46578,9.318690692,17,24763,2.34,5.007669692,5.528569602,3.873194427,0.076696919,16.12233159,1.342196088,3.150965103,11.20094593,49.76671354,6.35,1.17,88.61,0.36,0.81,9.792718154,30.87007587,32.80798654,9.319747326,17.20947211,-0.175,0.614840920973645,0.357293623283825,0.25754729768982
"333","OR","Klamath County",41035,68238,48.6,0.0164383561643836,29,44.3,27.77,6.2,45374,8.362940276,18.5,24296,2.38,3.430223472,4.910923582,5.457884044,0.042975465,15.02969214,1.039224879,6.938584154,10.27504298,46.12439444,10.42,3.63,81.08,0.59,0.93,12.59682814,30.10896537,27.54126659,10.35926206,19.39367785,0.121,0.689103087730763,0.282851385939117,0.406251701791646
"334","OR","Lane County",41039,382067,27.1,0.0219178082191781,38,49.8,58.22,4.1,53161,8.676904853,18.1,28070,2.39,5.079930832,5.458117185,3.845384715,0.134688452,16.19966828,1.780945995,2.094434838,10.09986943,51.75741963,7.44,0.97,84.67,0.88,2.32,8.617432511,23.45872062,28.70625402,9.631855092,29.58573776,1.39,0.361461937521653,0.604563267987384,-0.243101330465731
"335","OR","Linn County",41043,129749,22.3,0.00547945205479452,28,49,60.49,4.3,54292,6.2681064,12.7,25781,2.58,4.493329766,7.27800925,5.127862085,0.017201177,14.89430832,0.82374527,4.755169909,14.50250373,42.61304996,7.82,1.09,87.06,0.39,0.92,10.08954382,30.01715669,30.48720299,9.878022985,19.52807352,0.157,0.598650881057269,0.364977973568282,0.233672907488987
